17425.626	0.1	-2	0.5	0.8	0.7	-1.8	-1.9
17426.226	0.4	-1.9	0.5	0.5	0.2	-1.7	-1.7
17426.826	0.9	-1.9	0.4	0.6	-0.3	-1.3	-1.3
17427.426	1.2	-1.7	0.1	0.6	-0.4	-0.9	-0.8
17428.026	0.7	-1.5	-0.4	0	-0.3	-0.8	-0.5
17428.626	0	-1.4	-0.8	-0.5	-0.1	-0.9	-0.7
17429.226	-0.5	-1.4	-0.9	-0.8	0.1	-1	-1.2
17429.826	-0.5	-1.6	-0.7	-0.9	0	-0.9	-1.4
17430.426	-0.6	-1.9	-0.2	-1.8	-0.8	-0.6	-1.4
17431.026	-0.5	-2.1	0.6	-1.7	-0.9	-0.7	-1.5
17431.626	-0.3	-2.3	1.5	-1.6	-0.8	-0.6	-1.6
17432.226	-0.1	-2.4	2	-1.7	-0.9	-0.2	-1.5
17432.826	0.1	-2.2	2	-1.5	-1	0.5	-1
17433.426	0.5	-1.7	1.2	-0.9	-1.1	1.1	-0.2
17434.026	0.8	-1	0.3	-0.5	-1.2	1.5	0.9
17434.626	0.6	-0.4	0	-0.9	-1.4	1.5	1.7
17435.226	0.7	-0.3	0.5	-0.1	-0.5	1	1.7
17435.826	0.3	-0.5	1	0.2	0.1	0.9	1.8
17436.426	0.2	-0.7	1.4	0.5	0.5	1.1	2.1
17437.026	0.2	-0.5	0.9	0.7	0.8	0.9	2.2
17437.626	0.4	0	0	1.6	1.5	0.3	2.2
17438.226	0.3	0.5	-1.2	1.6	1.8	-0.2	1.9
17438.826	0.4	0.8	-1.8	1.5	1.7	-0.4	1.6
17439.426	0.8	0.6	-1.9	2	1.8	-0.2	1.1
17440.026	1.1	0.1	-1.6	2.3	1.7	0.3	0.8
17440.626	1	-0.6	-0.8	1.7	1.4	0.8	0.6
17441.226	1	-1.1	-0.2	1.6	1.4	0.8	0.2
17441.826	1.1	-1.3	0.4	1.7	1.6	0.7	-0.2
17442.426	0.3	-1.4	0.9	0.5	1.1	0.6	-0.7
17443.026	0.6	-1.4	1.2	0.3	0	0.8	-0.9
17443.626	0.5	-1.3	1	0.2	-0.3	0.5	-1.2
17444.226	0.3	-0.9	0.7	-0.2	-0.3	-0.1	-1.3
17444.826	0.2	-0.6	0.5	-0.5	-0.3	-0.7	-1.4
17445.426	0.6	-0.3	0.4	-0.4	-0.6	-1.4	-1.5
17446.026	1.2	-0.3	0.4	-0.1	-1.1	-1.8	-1.4
17446.626	1.4	-0.2	0.4	-0.3	-1.5	-1.9	-1.2
17447.226	1.2	-0.1	0.1	-0.6	-1.8	-1.7	-0.6
17447.826	0.7	0.1	-0.1	-1.1	-1.4	-1.7	-0.3
17448.426	0	0.2	-0.4	-1.7	-1	-1.5	0.1
17449.026	-0.2	0.1	-0.7	-1.8	-1	-1	0.6
17449.626	-0.1	0.1	-1	-1.6	-1.2	-0.3	1.1
17450.226	-0.2	0	-1.3	-1.6	-1.1	0.4	1.5
17450.826	-0.4	-0.2	-1.4	-1.9	-0.8	0.7	1.6
17451.426	-0.6	-0.5	-1.4	-2.1	-0.4	0.9	1.3
17452.026	-0.4	-0.9	-1.2	-1.6	0	0.9	0.5
17452.626	0.2	-1.2	-0.8	-0.2	0.4	0.9	-0.2
17453.226	0.7	-1.6	-0.3	0.7	0.5	1.2	-0.6
17453.826	0.9	-1.8	0.3	1	0.6	1.2	-0.9
17454.426	0.5	-2	1	0.8	0.8	1	-1.5
17455.026	0.1	-2.1	1.6	0.6	1.1	0.5	-2
17455.626	0.4	-1.9	2	1.2	1.3	-0.1	-2.3
17456.226	0.8	-1.5	2	1.8	1.3	-0.6	-2.1
17456.826	1	-1.1	1.9	1.8	0.9	-0.9	-1.8
17457.426	1	-0.5	1.4	1.1	0.5	-1.5	-1.6
17458.026	0.8	0	0.7	0.4	0.5	-2.6	-1.8
17458.626	1	0.4	-0.1	0.5	0.5	-3.6	-2.2
17459.226	1.2	0.8	-0.5	1.1	0.5	-4	-2.1
17459.826	1.5	0.9	-0.7	1.6	0.3	-3.9	-1.7
17460.426	1.5	0.8	-0.8	1	-0.1	-3.5	-1.3
17461.026	1	0.4	-0.5	-0.1	-0.7	-2.9	-1.2
17461.626	0	0	0	0	0	0	0
17462.226	0	0	0	0	0	0	0
17462.826	0	0	0	0	0	0	0
17463.426	0	0	0	0	0	0	0
17464.026	0	0	0	0	0	0	0
17464.626	0	0	0	0	0	0	0
17465.226	0	0	0	0	0	0	0
17465.826	0	0	0	0	0	0	0
17466.426	0	0	0	0	0	0	0
17467.026	0	0	0	0	0	0	0
17467.626	0	0	0	0	0	0	0
17468.226	0	0	0	0	0	0	0
17468.826	0	0	0	0	0	0	0
17469.426	0	0	0	0	0	0	0
17470.026	0	0	0	0	0	0	0
17470.626	0	0	0	0	0	0	0
17471.226	0	0	0	0	0	0	0
17471.826	0	0	0	0	0	0	0
17472.426	0	0	0	0	0	0	0
17473.026	0	0	0	0	0	0	0
17473.626	0	0	0	0	0	0	0
17474.226	0	0	0	0	0	0	0
17474.826	0	0	0	0	0	0	0
17475.426	0	0	0	0	0	0	0
17476.026	0	0	0	0	0	0	0
17476.626	0	0	0	0	0	0	0
17477.226	0	0	0	0	0	0	0
17477.826	0	0	0	0	0	0	0
17478.426	0	0	0	0	0	0	0
17479.026	0	0	0	0	0	0	0
17479.626	0	0	0	0	0	0	0
17480.226	0	0	0	0	0	0	0
17480.826	0	0	0	0	0	0	0
17481.426	0	0	0	0	0	0	0
17482.026	0	0	0	0	0	0	0
17482.626	0	0	0	0	0	0	0
17483.226	0	0	0	0	0	0	0
17483.826	0	0	0	0	0	0	0
17484.426	0	0	0	0	0	0	0
17485.026	0	0	0	0	0	0	0
17485.626	0	0	0	0	0	0	0
17486.226	0	0	0	0	0	0	0
17486.826	0	0	0	0	0	0	0
17487.426	0	0	0	0	0	0	0
17488.026	0	0	0	0	0	0	0
17488.626	0	0	0	0	0	0	0
17489.226	0	0	0	0	0	0	0
17489.826	0	0	0	0	0	0	0
17490.426	0	0	0	0	0	0	0
17491.026	0	0	0	0	0	0	0
17491.626	0	0	0	0	0	0	0
17492.226	0	0	0	0	0	0	0
17492.826	0	0	0	0	0	0	0
17493.426	0	0	0	0	0	0	0
17494.026	0	0	0	0	0	0	0
17494.626	0	0	0	0	0	0	0
17495.226	0	0	0	0	0	0	0
17495.826	0	0	0	0	0	0	0
17496.426	0	0	0	0	0	0	0
17497.026	0	0	0	0	0	0	0
17497.626	0	0	0	0	0	0	0
17498.226	0	0	0	0	0	0	0
17498.826	-0.4	0.4	0	3.3	4.1	-2.1	-1.9
17499.426	-0.2	0.4	0.3	3.4	3.9	-2.9	-2.5
17500.026	0.3	0.3	0.6	3.7	3.7	-4	-3.4
17500.626	0.7	0.3	0.5	3.2	3	-4.6	-4.1
17501.226	0.6	0.4	0	2.2	2.4	-4.5	-4.2
17501.826	0.5	0.7	-0.7	1.6	2.1	-4.4	-4.1
17502.426	0.5	0.9	-1.3	1.5	2	-4.3	-3.9
17503.026	0.2	0.9	-1.2	1.1	1.6	-4.1	-3.6
17503.626	-0.1	0.5	-0.5	0.5	1.1	-3.7	-3.3
17504.226	-0.1	0	0.5	-0.1	0.6	-3.3	-3.1
17504.826	0	-0.4	1	-0.7	0.1	-3.1	-3
17505.426	0.4	-0.4	0.9	-1	-0.2	-3.4	-3
17506.026	0.8	-0.1	0.1	-0.9	-0.6	-3.8	-2.9
17506.626	1.3	0.4	-1	-0.6	-0.9	-3.9	-2.8
17507.226	1.6	0.6	-2	-0.4	-1.2	-3.7	-2.7
17507.826	1.6	0.6	-2.4	-0.6	-1.5	-3.4	-2.9
17508.426	1.3	0.1	-2.4	-0.9	-1.6	-3.2	-3.3
17509.026	1.4	-0.5	-1.7	-0.7	-1.5	-3.1	-3.7
17509.626	1.5	-1.2	-0.4	-0.3	-1.2	-2.9	-3.9
17510.226	1.7	-1.9	1	0	-1	-2.6	-3.9
17510.826	1.7	-2.3	1.9	0	-0.8	-2.2	-3.8
17511.426	1.5	-2.3	2.3	-0.1	-0.4	-1.9	-3.6
17512.026	1.2	-1.8	1.7	-0.3	-0.2	-1.6	-3.1
17512.626	1.1	-1.1	0.5	-0.2	0	-1.4	-2.4
17513.226	1.3	-0.3	-0.7	0.4	0.1	-1	-1.4
17513.826	1.5	0	-1.3	1.1	0.3	-0.6	-0.7
17514.426	1.3	-0.1	-1.2	1.2	0.6	0	0.1
17515.026	1.1	-0.5	-0.4	0.8	0.5	0.7	0.8
17515.626	1	-1	0.8	0.8	0.2	0.9	1
17516.226	1.1	-1.3	1.7	0.3	-0.2	0.8	0.7
17516.826	1.2	-1.4	1.9	-0.1	-0.6	0.6	0.4
17517.426	1	-1	1.4	-0.4	-0.6	-0.1	-0.1
17518.026	0.6	-0.4	0.5	-0.7	-0.2	-1.2	-0.8
17518.626	0.4	0.3	-0.4	-1.2	-0.1	-2.6	-1.7
17519.226	-0.1	0.5	-0.9	-1.8	-0.5	-4	-2.9
17519.826	0	0.4	-1	-1.8	-0.7	-5.2	-4
17520.426	-0.6	0.2	-1.1	-2.4	-0.9	-6.1	-5
17521.026	-0.5	-0.1	-1	-2.1	-0.9	-6.4	-5.2
17521.626	0.1	-0.3	-0.9	-1.7	-1	-6.8	-5.7
17522.226	0.4	-0.6	-0.5	-1.5	-1.2	-6.9	-6.2
17522.826	0.8	-0.8	-0.2	-1.4	-1.7	-6.6	-6.4
17523.426	1.2	-1.1	0	-1.5	-2.3	-5.9	-6.2
17524.026	1.2	-1.1	-0.1	-1	-2.3	-5	-5.6
17524.626	0.9	-1.1	-0.3	-1	-2.1	-4.3	-4.8
17525.226	0.8	-1	-0.4	-0.5	-1.5	-3.7	-4
17525.826	0.5	-1.1	-0.4	-0.5	-1	-3.4	-3.6
17526.426	0.3	-1.2	-0.3	-0.6	-0.5	-2.7	-3
17527.026	0.1	-1.3	-0.2	-0.5	-0.1	-1.9	-2.5
17527.626	0.4	-1.4	-0.2	0.1	0.3	-1.5	-2.1
17528.226	0.3	-1.5	-0.2	0.6	1	-1.7	-2.2
17528.826	0	-1.5	0	0.7	1.6	-2	-2.4
17529.426	-0.2	-1.6	0.3	0.9	2.3	-2.3	-2.8
17530.026	-0.1	-1.7	0.7	1	2.2	-2.5	-3.1
17530.626	0.5	-1.7	0.8	1	1.6	-2.6	-3.1
17531.226	1	-1.5	0.6	1.6	1.6	-2.8	-2.9
17531.826	1	-1.3	0.8	2	2	-3.1	-2.6
17532.426	0.5	-1	1.1	2.1	2.5	-3.1	-1.9
17533.026	0.2	-0.8	1.5	2.1	2.7	-2.7	-1
17533.626	0.4	-1.1	2.2	2.3	2.3	-1.8	0.1
17534.226	1.1	-1.1	1.4	2.8	1.8	-0.9	1.4
17534.826	1.4	-1.1	0.8	3.1	1.9	-0.2	2.3
17535.426	1.5	-1.2	0.1	3.9	2.6	0.5	3.2
17536.026	1.5	-1.3	-0.4	3.7	2.9	0.8	3.5
17536.626	1.7	-2	-0.4	3.1	2.6	1.3	3.4
17537.226	1.7	-2.8	-0.3	2.6	2.2	1.7	3.1
17537.826	1.4	-3.4	-0.1	2.3	2	1.6	2.7
17538.426	0.9	-4.1	0.2	2.1	2.1	0.8	1.7
17539.026	0.5	-4.8	0.4	1.8	2.4	-0.5	0.3
17539.626	0.4	-5.5	0.6	1.5	2.4	-1.7	-1.2
17540.226	0.3	-6	0.3	1	1.9	-2.1	-1.9
17540.826	0.4	-6.4	0	1.2	1.7	-1.9	-1.9
17541.426	1	-6.7	-0.7	1.8	1.7	-1.8	-1.9
17542.026	1.8	-7.3	-0.9	2.6	1.8	-1.9	-1.9
17542.626	1.8	-8	-0.7	2.7	1.8	-1.7	-1.7
17543.226	1.6	-8.9	-0.1	2.5	1.6	-0.9	-0.9
17543.826	1.3	-9.7	0.6	2.2	1.5	0.3	0.3
17544.426	1.3	-10.6	1.1	2.3	1.5	1.7	1.8
17545.026	1.3	-11.2	1.1	2.2	1.5	2	2.4
17545.626	0.4	-11.5	0.4	2.1	1.9	1.1	1.9
17546.226	0.1	-11.6	-0.7	1.9	2.1	0.2	1.2
17546.826	0.2	-11.8	-1.6	2	2.4	-0.3	1
17547.426	0.3	-12.4	-2.1	2.7	3.1	-0.7	0.6
17548.026	0.6	-13.3	-2.1	3.8	4	-1.1	-0.1
17548.626	0.5	-14.5	-1.5	4.4	4.6	-1.3	-1.1
17549.226	0.5	-15.9	-0.7	4.7	5.1	-1.4	-2.3
17549.826	0.5	-16.8	-0.3	5.1	5.5	-1.2	-2.9
17550.426	0.4	-17.7	0.1	5.6	5.9	-0.6	-3
17551.026	0.2	-18.4	0.8	6	6	0.3	-2.7
17551.626	-0.2	-19	1.3	5.6	5.8	0.9	-2.5
17552.226	-0.4	-19.6	1.6	4.7	5.3	1.1	-2.5
17552.826	-0.4	-20	1.7	4	4.7	1.2	-2.3
17553.426	0	-20.1	1.1	4.1	4.3	1.1	-1.9
17554.026	0.5	-19.8	0.3	4.2	4	0.9	-1.2
17554.626	0.7	-19.4	-0.3	4	3.8	0.7	-0.4
17555.226	0.5	-19.2	-0.8	3.5	3.6	0.6	0.1
17555.826	0.3	-19.2	-0.9	3.3	3.7	0.4	0.2
17556.426	0	-19.4	-0.7	3.5	4.3	0.1	0
17557.026	0	-19.7	-0.3	3.9	4.7	-0.1	-0.2
17557.626	0.2	-19.9	0	4	4.6	-0.2	-0.2
17558.226	0	-20.1	0.3	3.2	4.2	-0.4	-0.6
17558.826	0.1	-20.1	0.4	2.6	3.8	-0.7	-1.1
17559.426	0.2	-20.1	0.2	2.5	3.7	-1.4	-1.9
17560.026	0.7	-19.9	0.1	3	3.8	-1.9	-2.4
17560.626	1	-19.8	0.1	3.3	3.5	-2.2	-2.4
17561.226	1.6	-19.8	0.3	3.2	2.7	-1.9	-1.9
17561.826	1.9	-19.8	0.4	3	2	-1.5	-1.3
17562.426	2.1	-19.8	0.3	3.2	1.7	-1.1	-0.8
17563.026	1.9	-19.7	-0.2	3.7	2.2	-0.9	-0.4
17563.626	2.1	-19.5	-0.7	4.7	2.8	-0.9	-0.1
17564.226	2.3	-19.4	-1	5	3	-0.8	0.1
17564.826	2.5	-19.5	-0.9	4.7	2.9	-0.8	-0.1
17565.426	2.4	-19.8	-0.6	4	2.3	-0.4	-0.1
17566.026	2.1	-20.1	-0.3	3.5	2.1	0	-0.2
17566.626	1.8	-20.4	-0.1	3.3	2.5	-0.4	-0.9
17567.226	1.2	-20.4	0	3.2	3.2	-1	-1.6
17567.826	0.8	-20.4	0.1	3.2	3.6	-1.3	-1.9
17568.426	0.5	-20.4	0.3	2.9	3.7	-1.3	-1.9
17569.026	0.4	-20.5	0.4	2.8	4	-0.8	-1.5
17569.626	0.7	-20.4	0.5	3.1	4.2	-0.1	-0.7
17570.226	0.7	-20.3	0.3	3.7	4.9	0.1	-0.2
17570.826	0.2	-20.2	0.1	4.4	6.1	-0.3	-0.2
17571.426	0.2	-20	0	5	6.3	-0.1	0.4
17572.026	0.3	-20	-0.2	5.1	5.9	0.7	1.3
17572.626	0.4	-20	-0.5	5	5.4	1.4	2
17573.226	0.5	-20	-0.6	4.8	5.3	1.7	2.4
17573.826	0.8	-20	-0.6	4.7	5.1	1.8	2.5
17574.426	1.3	-20.2	-0.5	4.6	4.7	1.8	2.4
17575.026	1.5	-20.4	-0.4	4.5	4.4	2	2.2
17575.626	1.6	-20.6	-0.3	4.4	3.7	2.5	2.2
17576.226	1.3	-20.7	-0.4	4.2	3.6	2.6	2.1
17576.826	0.8	-20.7	-0.4	4.2	4.1	2.2	1.6
17577.426	0.7	-20.7	-0.2	4.7	4.9	1.9	1
17578.026	1.4	-20.9	0.2	5.8	5.2	1.8	0.7
17578.626	2	-21	0.7	6.4	5.2	1.8	0.3
17579.226	2.1	-21.1	0.2	6.4	5.3	1.8	-0.1
17579.826	2	-21	-0.2	6	5.3	1.4	-0.7
17580.426	1.6	-20.7	-0.7	5.4	5.3	0.9	-1.3
17581.026	1.3	-20.3	-1.3	4.9	5.1	0.3	-1.8
17581.626	1.2	-20.3	-0.4	4.8	4.7	0	-2.1
17582.226	1.4	-20	0.1	4.3	4	-0.3	-2.5
17582.826	1.1	-19.6	0.5	3	3	-1	-3
17583.426	0.8	-19.2	0.7	2	2.4	-1.5	-3.3
17584.026	1	-18.4	0.4	2	2.3	-2.1	-3.5
17584.626	1.3	-17.4	-0.1	2.5	2.2	-2.2	-3.1
17585.226	1.4	-16.8	-0.2	2.7	2.1	-2	-2.6
17585.826	1.4	-16.1	-0.3	3	2.2	-1.4	-1.9
17586.426	1.4	-15.6	0	2.8	2	-0.8	-1.1
17587.026	1.4	-15.1	0.4	2.7	2	-0.3	-0.4
17587.626	1.3	-14.5	0.6	2.9	2.5	0.4	0.3
17588.226	1.1	-14	0.6	3.1	2.9	0.8	0.8
17588.826	0.5	-13.2	0.2	2.6	3.1	1.1	1.1
17589.426	0	-12.4	-0.1	1.9	3.3	1	1
17590.026	-0.2	-11.6	-0.3	1.7	3.3	0.8	0.6
17590.626	-0.3	-11	-0.2	1.6	2.9	0.9	0.3
17591.226	-0.2	-10.5	0	1.8	2.7	0.9	0
17591.826	0	-10.1	0.5	2.1	2.6	0.7	-0.4
17592.426	0.2	-9.5	1	2.2	2.3	0.4	-0.6
17593.026	0.5	-8.8	1.4	2.3	2.1	0.2	-0.5
17593.626	1	-8	1.9	2.6	2	0.4	0.1
17594.226	1.4	-7.3	1.9	2.8	1.7	0.7	0.9
17594.826	1.7	-6.2	1.5	2.6	1.2	1.1	1.9
17595.426	1	-5	0.5	2.4	1.6	0.6	2.2
17596.026	0.1	-3.8	-0.8	1.5	1.7	-0.1	2
17596.626	-0.3	-2.8	-1.8	0.7	1.3	-0.7	2.1
17597.226	-0.5	-2.3	-2.4	0.1	1.1	-1.1	2
17597.826	-0.6	-2.1	-2.5	-0.6	0.7	-1.3	1.5
17598.426	0	-2.1	-1.7	-0.7	0.2	-1.7	0.8
17599.026	0.4	-2.1	-1	-0.9	-0.2	-2.1	-0.2
17599.626	0.8	-2.1	-0.2	-0.7	0.1	-2.6	-1
17600.226	0.8	-2.1	0.3	-0.4	0.1	-2.6	-1.4
17600.826	0.6	-2	0.9	-0.1	0	-2.7	-1.5
17601.426	0.7	-1.1	0.4	0.7	0.6	-2.8	-1.5
17602.026	0.8	-1	0.1	1.4	1.1	-2.5	-1.6
17602.626	0.9	-0.9	-0.3	1.7	1.3	-2.1	-1.3
17603.226	1.1	-0.8	-0.6	1.7	1.4	-1.7	-0.9
17603.826	1	-0.7	-0.8	1.7	1.3	-1.4	-0.6
17604.426	1.2	-0.8	-0.6	1.4	0.8	-1	-0.3
17605.026	1.3	-1.1	-0.2	0.8	0.4	-0.7	-0.2
17605.626	1.3	-1.4	0.3	0.4	0.2	-0.2	0
17606.226	1.3	-1.5	0.6	-0.1	-0.2	0.5	0.3
17606.826	1.3	-1.5	0.6	-0.3	-0.7	0.9	0.7
17607.426	1.6	-1.3	0.3	-0.2	-1.1	1.2	1
17608.026	1.6	-1.1	-0.1	-0.2	-1.2	1.4	1.2
17608.626	1.1	-0.9	-0.5	-0.2	-0.7	1.5	1.4
17609.226	0.8	-0.9	-0.6	-0.1	0	1.4	1.5
17609.826	0.9	-1	-0.2	-0.1	0.2	1.4	1.5
17610.426	1.3	-1.3	0.3	0.2	0.1	1.3	1.3
17611.026	1.5	-1.5	0.5	0.1	0	1.1	0.9
17611.626	1.3	-1.5	0.4	0.1	-0.1	0.8	0.4
17612.226	0.8	-1.3	0.1	-0.2	0.2	0.4	-0.2
17612.826	0.3	-1.1	-0.2	0	0.6	-0.1	-0.7
17613.426	0.2	-0.9	-0.1	0.1	0.4	-0.8	-1.2
17614.026	0.5	-1	0.4	0.1	0.1	-1.2	-1.4
17614.626	0.9	-1.2	1	0.5	0	-1.5	-1.6
17615.226	1.3	-1.3	1.5	0.5	-0.4	-1.4	-1.6
17615.826	1.5	-1.1	1.1	0.1	-0.7	-0.9	-1
17616.426	1.1	-0.7	0.1	-0.4	-0.6	-0.5	-0.4
17617.026	0.7	-0.2	-0.9	-0.5	-0.6	-0.5	-0.3
17617.626	0.2	0.2	-1.4	-1.4	-1	-0.6	-0.2
17618.226	0	0.1	-0.9	-2	-1.3	-0.2	0
17618.826	0.2	-0.4	0.3	-2.3	-1.6	0.3	-0.2
17619.426	0	-1	1.4	-3.2	-2	0.8	-0.4
17620.026	-0.5	-1.2	1.8	-3.3	-1.6	0.9	-0.5
17620.626	0.1	-0.8	1.5	-2.1	-0.7	0	-1
17621.226	0.3	-0.1	1.2	-0.8	-0.3	-0.6	-1
17621.826	0.2	0.3	1.1	-0.6	-0.2	-0.7	-0.6
17622.426	0.5	0.6	1.1	0.1	0	-0.3	-0.1
17623.026	0.9	0.7	0.9	1.1	0.5	-0.1	0.2
17623.626	1.1	1	0.3	1.6	1	0.2	0.6
17624.226	1.5	1.4	-0.5	2.4	1.4	0.3	1.2
17624.826	1.4	1.7	-1	2.5	1.6	0.4	1.5
17625.426	1.4	1.7	-0.9	2.1	1.4	0.7	1.5
17626.026	0.9	1.4	0	1	1.2	1.1	1.3
17626.626	0.4	1	0.4	0.6	1.2	1.3	0.7
17627.226	0.4	0.8	0.4	0.7	1.4	1.3	0.1
17627.826	0.7	0.8	0.1	0.9	1.3	1.2	-0.2
17628.426	0.9	1.4	-0.9	0.9	1.2	0.8	-0.4
17629.026	1.1	1.9	-1.4	0.9	1.1	0.4	-0.6
17629.626	1.2	2.3	-1.6	1.1	1.1	0.4	-0.8
